78.229344	->	19.770656
117.730825	->	19.730825
78.308221	->	19.691779
117.679578	->	19.679578
78.386191	->	19.613809
117.590376	->	19.590376
78.413944	->	19.586056
78.418029	->	19.581971
117.565689	->	19.565689
117.503350	->	19.503350
117.501995	->	19.501995
78.505094	->	19.494906
78.507365	->	19.492635
117.488462	->	19.488462
78.526443	->	19.473557
78.574361	->	19.425639
78.672991	->	19.327009
78.674141	->	19.325859
78.701320	->	19.298680
78.709917	->	19.290083
117.273187	->	19.273187
78.735254	->	19.264746
117.257384	->	19.257384
78.750296	->	19.249704
117.247799	->	19.247799
117.243420	->	19.243420
78.768026	->	19.231974
117.166976	->	19.166976
78.833833	->	19.166167
117.120876	->	19.120876
78.880537	->	19.119463
78.905088	->	19.094912
117.037948	->	19.037948
78.998872	->	19.001128
116.990152	->	18.990152
79.036656	->	18.963344
116.928182	->	18.928182
79.133404	->	18.866596
79.143309	->	18.856691
79.176011	->	18.823989
116.776998	->	18.776998
79.234484	->	18.765516
116.764696	->	18.764696
79.249417	->	18.750583
79.268405	->	18.731595
79.280561	->	18.719439
79.285221	->	18.714779
79.289554	->	18.710446
116.707997	->	18.707997
79.366482	->	18.633518
116.611582	->	18.611582
116.603958	->	18.603958
116.564272	->	18.564272
79.463514	->	18.536486
79.469768	->	18.530232
79.472098	->	18.527902
79.472772	->	18.527228
116.496987	->	18.496987
116.447700	->	18.447700
116.408139	->	18.408139
79.603308	->	18.396692
116.373710	->	18.373710
79.658520	->	18.341480
79.680731	->	18.319269
79.767334	->	18.232666
79.783704	->	18.216296
79.815522	->	18.184478
79.815554	->	18.184446
116.174266	->	18.174266
116.173599	->	18.173599
79.836031	->	18.163969
79.847884	->	18.152116
79.850936	->	18.149064
79.861091	->	18.138909
116.126724	->	18.126724
79.891578	->	18.108422
79.908205	->	18.091795
116.087199	->	18.087199
79.937821	->	18.062179
116.037408	->	18.037408
79.993430	->	18.006570
115.951261	->	17.951261
115.868053	->	17.868053
115.866873	->	17.866873
80.136148	->	17.863852
115.855460	->	17.855460
80.157657	->	17.842343
115.832693	->	17.832693
80.200823	->	17.799177
115.794547	->	17.794547
80.213349	->	17.786651
115.776008	->	17.776008
80.245619	->	17.754381
80.252821	->	17.747179
80.264394	->	17.735606
115.725556	->	17.725556
115.716133	->	17.716133
80.295551	->	17.704449
115.701472	->	17.701472
80.303086	->	17.696914
80.331415	->	17.668585
115.644325	->	17.644325
115.636279	->	17.636279
80.378074	->	17.621926
115.615768	->	17.615768
80.407976	->	17.592024
115.582942	->	17.582942
80.418947	->	17.581053
80.421843	->	17.578157
115.566331	->	17.566331
80.434746	->	17.565254
115.461685	->	17.461685
80.550136	->	17.449864
80.558036	->	17.441964
115.403487	->	17.403487
80.616684	->	17.383316
115.367083	->	17.367083
80.663967	->	17.336033
80.685720	->	17.314280
115.289918	->	17.289918
80.743378	->	17.256622
80.760411	->	17.239589
80.767207	->	17.232793
115.204280	->	17.204280
115.197980	->	17.197980
80.802322	->	17.197678
80.805501	->	17.194499
80.821041	->	17.178959
115.151522	->	17.151522
115.110160	->	17.110160
80.910018	->	17.089982
80.914458	->	17.085542
80.931627	->	17.068373
80.947435	->	17.052565
80.979253	->	17.020747
81.003648	->	16.996352
81.061175	->	16.938825
81.092431	->	16.907569
114.888367	->	16.888367
114.868439	->	16.868439
81.144759	->	16.855241
81.152760	->	16.847240
114.815319	->	16.815319
81.185714	->	16.814286
114.812838	->	16.812838
114.804528	->	16.804528
114.794616	->	16.794616
114.791084	->	16.791084
114.780230	->	16.780230
81.253659	->	16.746341
114.717404	->	16.717404
114.710257	->	16.710257
114.706248	->	16.706248
114.659888	->	16.659888
114.636087	->	16.636087
114.630170	->	16.630170
81.371158	->	16.628842
114.624217	->	16.624217
81.377766	->	16.622234
81.418397	->	16.581603
114.568287	->	16.568287
81.437253	->	16.562747
81.484993	->	16.515007
81.498840	->	16.501160
81.513519	->	16.486481
81.537216	->	16.462784
81.585590	->	16.414410
114.399755	->	16.399755
114.356207	->	16.356207
