7.962608	->	2.037392
7.963545	->	2.036455
12.035205	->	2.035205
12.034018	->	2.034018
12.026246	->	2.026246
11.991727	->	1.991727
11.954191	->	1.954191
11.952708	->	1.952708
8.130681	->	1.869319
11.864487	->	1.864487
11.864204	->	1.864204
11.837441	->	1.837441
11.822579	->	1.822579
8.182049	->	1.817951
8.190184	->	1.809816
11.738344	->	1.738344
11.724633	->	1.724633
11.722024	->	1.722024
11.715114	->	1.715114
8.352682	->	1.647318
8.375062	->	1.624938
8.414402	->	1.585598
8.416958	->	1.583042
11.570833	->	1.570833
11.565747	->	1.565747
8.448224	->	1.551776
11.513814	->	1.513814
11.483312	->	1.483312
8.520551	->	1.479449
8.615072	->	1.384928
11.379963	->	1.379963
11.371349	->	1.371349
8.642282	->	1.357718
11.348176	->	1.348176
11.312864	->	1.312864
11.303378	->	1.303378
8.704344	->	1.295656
11.290383	->	1.290383
11.276221	->	1.276221
11.252517	->	1.252517
8.783511	->	1.216489
8.783921	->	1.216079
11.208438	->	1.208438
11.181670	->	1.181670
8.821481	->	1.178519
11.096919	->	1.096919
8.904663	->	1.095337
8.914165	->	1.085835
11.072400	->	1.072400
8.982181	->	1.017819
11.004900	->	1.004900
10.966088	->	0.966088
9.034266	->	0.965734
9.090303	->	0.909697
10.907842	->	0.907842
10.894610	->	0.894610
9.112824	->	0.887176
10.882976	->	0.882976
10.871081	->	0.871081
9.132818	->	0.867182
9.162417	->	0.837583
9.218914	->	0.781086
10.762061	->	0.762061
9.238756	->	0.761244
10.744347	->	0.744347
9.328470	->	0.671530
10.659568	->	0.659568
10.656047	->	0.656047
10.654599	->	0.654599
9.365543	->	0.634457
9.374246	->	0.625754
9.381114	->	0.618886
9.390854	->	0.609146
9.395438	->	0.604562
10.585404	->	0.585404
9.433732	->	0.566268
10.566158	->	0.566158
10.563690	->	0.563690
9.449211	->	0.550789
9.465971	->	0.534029
9.521704	->	0.478296
10.414344	->	0.414344
10.370514	->	0.370514
9.665571	->	0.334429
9.704800	->	0.295200
10.290997	->	0.290997
10.269064	->	0.269064
9.750747	->	0.249253
9.758768	->	0.241232
9.760993	->	0.239007
10.210225	->	0.210225
10.131521	->	0.131521
10.131313	->	0.131313
10.124942	->	0.124942
10.115407	->	0.115407
9.904206	->	0.095794
9.914291	->	0.085709
9.984173	->	0.015827
time taken: 48.404681ms
