99.866016	->	1.866016
96.147055	->	1.852945
99.839510	->	1.839510
99.825378	->	1.825378
99.805512	->	1.805512
96.207281	->	1.792719
96.225481	->	1.774519
96.266797	->	1.733203
96.292358	->	1.707642
99.668059	->	1.668059
96.355171	->	1.644829
96.368411	->	1.631589
96.383834	->	1.616166
99.554242	->	1.554242
99.544444	->	1.544444
99.485225	->	1.485225
96.517134	->	1.482866
96.519089	->	1.480911
99.475350	->	1.475350
99.456704	->	1.456704
96.554668	->	1.445332
99.436186	->	1.436186
99.403333	->	1.403333
99.396569	->	1.396569
96.627803	->	1.372197
96.666234	->	1.333766
96.671754	->	1.328246
96.698485	->	1.301515
99.295396	->	1.295396
96.729465	->	1.270535
99.248514	->	1.248514
99.246077	->	1.246077
96.765006	->	1.234994
96.780300	->	1.219700
99.218718	->	1.218718
99.197610	->	1.197610
99.190537	->	1.190537
99.189482	->	1.189482
96.815360	->	1.184640
96.882559	->	1.117441
96.885928	->	1.114072
96.908473	->	1.091527
96.932756	->	1.067244
99.066202	->	1.066202
96.934467	->	1.065533
96.953438	->	1.046562
99.018813	->	1.018813
99.002434	->	1.002434
97.019430	->	0.980570
97.035435	->	0.964565
97.066291	->	0.933709
97.077565	->	0.922435
98.921945	->	0.921945
97.101410	->	0.898590
98.898146	->	0.898146
97.115465	->	0.884535
98.883707	->	0.883707
98.877559	->	0.877559
97.145351	->	0.854649
98.842756	->	0.842756
98.828646	->	0.828646
98.792358	->	0.792358
98.774803	->	0.774803
98.762293	->	0.762293
97.248211	->	0.751789
98.710454	->	0.710454
98.709709	->	0.709709
97.291360	->	0.708640
98.688093	->	0.688093
98.613289	->	0.613289
98.557323	->	0.557323
97.444515	->	0.555485
97.469486	->	0.530514
97.470355	->	0.529645
98.498046	->	0.498046
97.583294	->	0.416706
97.586768	->	0.413232
98.411379	->	0.411379
97.602500	->	0.397500
98.394185	->	0.394185
97.610678	->	0.389322
97.636033	->	0.363967
97.639472	->	0.360528
98.318341	->	0.318341
98.308592	->	0.308592
97.704364	->	0.295636
98.270693	->	0.270693
97.739928	->	0.260072
98.203987	->	0.203987
98.186017	->	0.186017
97.827922	->	0.172078
98.128240	->	0.128240
98.118046	->	0.118046
98.103097	->	0.103097
97.917976	->	0.082024
97.937236	->	0.062764
97.950545	->	0.049455
98.043198	->	0.043198
98.027027	->	0.027027
98.011189	->	0.011189
time taken: 60.29632ms
